#--------------------------------------------------------------------------------
# Auto-generated by Migen (d42aa6f) & LiteX (bddb1706) on 2020-12-27 22:05:06
#--------------------------------------------------------------------------------
csr_base,ctrl,0x82000000,,
csr_base,identifier_mem,0x82001000,,
csr_base,uart,0x82002000,,
csr_base,timer0,0x82002800,,
csr_base,ddrphy,0x82003000,,
csr_base,sdram,0x82003800,,
csr_base,pcie_phy,0x82004000,,
csr_base,pcie_msi,0x82004800,,
csr_base,pcie_dma0,0x82005000,,
csr_base,leds,0x82005800,,
csr_base,xadc,0x82006000,,
csr_register,ctrl_reset,0x82000000,1,rw
csr_register,ctrl_scratch,0x82000004,1,rw
csr_register,ctrl_bus_errors,0x82000008,1,ro
csr_register,uart_rxtx,0x82002000,1,rw
csr_register,uart_txfull,0x82002004,1,ro
csr_register,uart_rxempty,0x82002008,1,ro
csr_register,uart_ev_status,0x8200200c,1,ro
csr_register,uart_ev_pending,0x82002010,1,ro
csr_register,uart_ev_enable,0x82002014,1,rw
csr_register,uart_txempty,0x82002018,1,ro
csr_register,uart_rxfull,0x8200201c,1,ro
csr_register,uart_xover_rxtx,0x82002020,1,rw
csr_register,uart_xover_txfull,0x82002024,1,ro
csr_register,uart_xover_rxempty,0x82002028,1,ro
csr_register,uart_xover_ev_status,0x8200202c,1,ro
csr_register,uart_xover_ev_pending,0x82002030,1,ro
csr_register,uart_xover_ev_enable,0x82002034,1,rw
csr_register,uart_xover_txempty,0x82002038,1,ro
csr_register,uart_xover_rxfull,0x8200203c,1,ro
csr_register,timer0_load,0x82002800,1,rw
csr_register,timer0_reload,0x82002804,1,rw
csr_register,timer0_en,0x82002808,1,rw
csr_register,timer0_update_value,0x8200280c,1,rw
csr_register,timer0_value,0x82002810,1,ro
csr_register,timer0_ev_status,0x82002814,1,ro
csr_register,timer0_ev_pending,0x82002818,1,ro
csr_register,timer0_ev_enable,0x8200281c,1,rw
csr_register,ddrphy_rst,0x82003000,1,rw
csr_register,ddrphy_half_sys8x_taps,0x82003004,1,rw
csr_register,ddrphy_wlevel_en,0x82003008,1,rw
csr_register,ddrphy_wlevel_strobe,0x8200300c,1,rw
csr_register,ddrphy_dly_sel,0x82003010,1,rw
csr_register,ddrphy_rdly_dq_rst,0x82003014,1,rw
csr_register,ddrphy_rdly_dq_inc,0x82003018,1,rw
csr_register,ddrphy_rdly_dq_bitslip_rst,0x8200301c,1,rw
csr_register,ddrphy_rdly_dq_bitslip,0x82003020,1,rw
csr_register,ddrphy_wdly_dq_bitslip_rst,0x82003024,1,rw
csr_register,ddrphy_wdly_dq_bitslip,0x82003028,1,rw
csr_register,ddrphy_rdphase,0x8200302c,1,rw
csr_register,ddrphy_wrphase,0x82003030,1,rw
csr_register,sdram_dfii_control,0x82003800,1,rw
csr_register,sdram_dfii_pi0_command,0x82003804,1,rw
csr_register,sdram_dfii_pi0_command_issue,0x82003808,1,rw
csr_register,sdram_dfii_pi0_address,0x8200380c,1,rw
csr_register,sdram_dfii_pi0_baddress,0x82003810,1,rw
csr_register,sdram_dfii_pi0_wrdata,0x82003814,1,rw
csr_register,sdram_dfii_pi0_rddata,0x82003818,1,ro
csr_register,sdram_dfii_pi1_command,0x8200381c,1,rw
csr_register,sdram_dfii_pi1_command_issue,0x82003820,1,rw
csr_register,sdram_dfii_pi1_address,0x82003824,1,rw
csr_register,sdram_dfii_pi1_baddress,0x82003828,1,rw
csr_register,sdram_dfii_pi1_wrdata,0x8200382c,1,rw
csr_register,sdram_dfii_pi1_rddata,0x82003830,1,ro
csr_register,sdram_dfii_pi2_command,0x82003834,1,rw
csr_register,sdram_dfii_pi2_command_issue,0x82003838,1,rw
csr_register,sdram_dfii_pi2_address,0x8200383c,1,rw
csr_register,sdram_dfii_pi2_baddress,0x82003840,1,rw
csr_register,sdram_dfii_pi2_wrdata,0x82003844,1,rw
csr_register,sdram_dfii_pi2_rddata,0x82003848,1,ro
csr_register,sdram_dfii_pi3_command,0x8200384c,1,rw
csr_register,sdram_dfii_pi3_command_issue,0x82003850,1,rw
csr_register,sdram_dfii_pi3_address,0x82003854,1,rw
csr_register,sdram_dfii_pi3_baddress,0x82003858,1,rw
csr_register,sdram_dfii_pi3_wrdata,0x8200385c,1,rw
csr_register,sdram_dfii_pi3_rddata,0x82003860,1,ro
